;sexo;edad;anos_edc;pareja;estudiante_act;estrato;pc;internet;padres_reside_madre;padres_reside_ninguno;padres_reside_padre;padres_reside_padre y madre;etnia_Afro;etnia_gitano;etnia_indigena;etnia_sin_rec_etnico;prediccion
1684;1.0;0.20689655172413796;0.6153846153846154;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1685;1.0;0.44827586206896547;0.6153846153846154;0.0;0.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1686;0.0;0.28735632183908044;0.6153846153846154;1.0;0.0;0.6000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1687;1.0;0.08045977011494254;0.42307692307692313;0.0;0.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1688;0.0;0.08045977011494254;0.42307692307692313;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1689;0.0;0.09195402298850575;0.3076923076923077;1.0;1.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1690;0.0;0.2988505747126437;0.5384615384615385;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1691;0.0;0.44827586206896547;0.42307692307692313;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1692;1.0;0.20689655172413796;0.6153846153846154;0.0;0.0;0.6000000000000001;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1
1693;0.0;0.12643678160919541;0.6538461538461539;0.0;0.0;0.6000000000000001;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1694;0.0;0.20689655172413796;0.6153846153846154;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1695;0.0;0.28735632183908044;0.6153846153846154;1.0;0.0;0.6000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1696;1.0;0.14942528735632182;0.6538461538461539;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1
1697;1.0;0.10344827586206895;0.23076923076923078;0.0;1.0;0.2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1698;0.0;0.3218390804597701;0.19230769230769232;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1
1699;1.0;0.5862068965517242;0.19230769230769232;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1700;0.0;0.24137931034482757;0.42307692307692313;0.0;0.0;0.2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1701;1.0;0.10344827586206895;0.42307692307692313;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1702;0.0;0.14942528735632182;0.3076923076923077;1.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1703;1.0;0.10344827586206895;0.5384615384615385;0.0;1.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1704;1.0;0.08045977011494254;0.42307692307692313;0.0;0.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1705;0.0;0.09195402298850575;0.42307692307692313;0.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1706;0.0;0.41379310344827586;0.42307692307692313;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1707;1.0;0.3448275862068965;0.6153846153846154;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1708;1.0;0.3448275862068965;0.42307692307692313;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1709;0.0;0.4827586206896552;0.23076923076923078;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1710;0.0;0.12643678160919541;0.42307692307692313;1.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1711;0.0;0.41379310344827586;0.34615384615384615;0.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1712;1.0;0.12643678160919541;0.42307692307692313;0.0;0.0;0.2;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1713;1.0;0.13793103448275862;0.6153846153846154;0.0;0.0;0.8;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1714;0.0;0.03448275862068967;0.34615384615384615;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1715;0.0;0.24137931034482757;0.6153846153846154;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1716;0.0;0.22988505747126436;0.42307692307692313;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1717;1.0;0.27586206896551724;0.42307692307692313;1.0;0.0;0.4000000000000001;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1718;1.0;0.09195402298850575;0.42307692307692313;0.0;0.0;0.4000000000000001;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1719;1.0;0.2988505747126437;0.07692307692307693;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1720;1.0;0.43678160919540227;0.42307692307692313;0.0;0.0;0.2;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1
1721;1.0;0.5057471264367817;0.19230769230769232;1.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1722;0.0;0.13793103448275862;0.42307692307692313;1.0;0.0;0.2;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1
1723;1.0;0.06896551724137931;0.5;0.0;0.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1724;1.0;0.27586206896551724;0.15384615384615385;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1725;1.0;0.1724137931034483;0.42307692307692313;0.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1726;0.0;0.13793103448275862;0.6153846153846154;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1727;1.0;0.14942528735632182;0.2692307692307693;0.0;0.0;0.4000000000000001;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1
1728;0.0;0.2988505747126437;0.42307692307692313;1.0;0.0;0.4000000000000001;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1729;1.0;0.1724137931034483;0.42307692307692313;0.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1730;1.0;0.1724137931034483;0.42307692307692313;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1731;0.0;0.08045977011494254;0.5;0.0;1.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1732;1.0;0.3333333333333333;0.6153846153846154;1.0;0.0;0.6000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1733;0.0;0.5172413793103448;0.34615384615384615;1.0;0.0;0.4000000000000001;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1734;1.0;0.3218390804597701;0.6923076923076923;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1735;0.0;0.14942528735632182;0.42307692307692313;1.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1736;1.0;0.26436781609195403;0.8076923076923077;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1737;1.0;0.1954022988505747;0.6153846153846154;0.0;0.0;0.2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1738;0.0;0.40229885057471265;0.42307692307692313;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1739;0.0;0.5287356321839081;0.3076923076923077;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1740;0.0;0.5057471264367817;0.34615384615384615;0.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1741;1.0;0.5172413793103448;0.42307692307692313;1.0;0.0;0.4000000000000001;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1742;1.0;0.09195402298850575;0.3076923076923077;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1743;0.0;0.1839080459770115;0.5384615384615385;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1744;0.0;0.42528735632183906;0.3076923076923077;0.0;0.0;0.4000000000000001;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1745;1.0;0.16091954022988503;0.6153846153846154;0.0;1.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1746;0.0;0.1954022988505747;0.34615384615384615;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1747;0.0;0.4597701149425287;0.0;0.0;0.0;0.4000000000000001;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1748;1.0;0.12643678160919541;0.46153846153846156;1.0;0.0;0.4000000000000001;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1749;0.0;0.13793103448275862;0.6153846153846154;0.0;0.0;0.6000000000000001;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1750;0.0;0.1839080459770115;0.6153846153846154;0.0;0.0;0.4000000000000001;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1751;0.0;0.21839080459770116;0.42307692307692313;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1752;0.0;0.37931034482758624;0.6923076923076923;0.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1753;1.0;0.08045977011494254;0.42307692307692313;0.0;1.0;0.2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1754;0.0;0.3218390804597701;0.6153846153846154;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1755;0.0;0.20689655172413796;0.6923076923076923;1.0;1.0;0.4000000000000001;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1756;0.0;0.471264367816092;0.3076923076923077;0.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1757;1.0;0.2988505747126437;0.5384615384615385;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1758;0.0;0.4597701149425287;0.3076923076923077;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1759;0.0;0.37931034482758624;0.7307692307692308;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1760;0.0;0.5632183908045978;0.576923076923077;1.0;0.0;0.4000000000000001;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1761;1.0;0.16091954022988503;0.42307692307692313;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1762;0.0;0.2988505747126437;0.19230769230769232;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1763;1.0;0.3448275862068965;0.6153846153846154;0.0;0.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1764;1.0;0.3103448275862069;0.6153846153846154;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1765;0.0;0.43678160919540227;0.19230769230769232;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1766;0.0;0.28735632183908044;0.5;0.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1767;1.0;0.3218390804597701;0.5;0.0;1.0;0.2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1768;0.0;0.12643678160919541;0.3076923076923077;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1769;1.0;0.39080459770114945;0.6538461538461539;0.0;0.0;0.6000000000000001;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1770;0.0;0.1954022988505747;0.34615384615384615;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1771;0.0;0.471264367816092;0.8076923076923077;1.0;0.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1772;1.0;0.5632183908045978;0.3076923076923077;1.0;0.0;0.4000000000000001;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1773;0.0;0.1724137931034483;0.42307692307692313;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1774;1.0;0.1839080459770115;0.6153846153846154;0.0;0.0;1.0000000000000002;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1775;0.0;0.5172413793103448;0.5;0.0;0.0;0.6000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1776;0.0;0.37931034482758624;0.42307692307692313;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1777;0.0;0.20689655172413796;0.2692307692307693;0.0;0.0;0.2;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1778;0.0;0.10344827586206895;0.6153846153846154;0.0;1.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1779;1.0;0.3563218390804598;0.34615384615384615;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1780;0.0;0.41379310344827586;0.6153846153846154;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1781;1.0;0.28735632183908044;0.42307692307692313;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1782;1.0;0.3218390804597701;0.5;0.0;1.0;0.2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1783;0.0;0.36781609195402304;0.5384615384615385;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1784;1.0;0.1839080459770115;0.5384615384615385;0.0;1.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1785;0.0;0.10344827586206895;0.576923076923077;0.0;1.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1786;1.0;0.2988505747126437;0.42307692307692313;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1787;0.0;0.4597701149425287;0.42307692307692313;1.0;0.0;0.4000000000000001;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1788;0.0;0.16091954022988503;0.6153846153846154;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1789;0.0;0.14942528735632182;0.6153846153846154;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1790;0.0;0.44827586206896547;0.19230769230769232;0.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1791;1.0;0.5862068965517242;0.42307692307692313;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1792;1.0;0.5287356321839081;0.6153846153846154;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1793;1.0;0.44827586206896547;0.6153846153846154;1.0;0.0;0.8;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1794;1.0;0.2988505747126437;0.42307692307692313;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1795;0.0;0.10344827586206895;0.42307692307692313;1.0;0.0;0.2;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1796;0.0;0.10344827586206895;0.42307692307692313;1.0;1.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1797;0.0;0.37931034482758624;0.7307692307692308;0.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1798;0.0;0.28735632183908044;0.42307692307692313;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1799;1.0;0.14942528735632182;0.6153846153846154;0.0;0.0;0.2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1800;0.0;0.3218390804597701;0.6923076923076923;0.0;0.0;0.6000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1801;1.0;0.12643678160919541;0.5;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1802;0.0;0.14942528735632182;0.576923076923077;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1803;0.0;0.26436781609195403;0.5;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1804;0.0;0.3218390804597701;0.42307692307692313;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1805;0.0;0.05747126436781608;0.42307692307692313;0.0;0.0;0.4000000000000001;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1806;0.0;0.37931034482758624;0.7692307692307693;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1807;1.0;0.3448275862068965;0.42307692307692313;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1808;1.0;0.11494252873563221;0.576923076923077;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1809;1.0;0.20689655172413796;0.42307692307692313;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1810;1.0;0.28735632183908044;0.5384615384615385;0.0;0.0;0.4000000000000001;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1811;0.0;0.06896551724137931;0.42307692307692313;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1812;1.0;0.26436781609195403;0.42307692307692313;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1813;1.0;0.5057471264367817;0.23076923076923078;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1814;0.0;0.08045977011494254;0.42307692307692313;0.0;0.0;0.2;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1815;1.0;0.13793103448275862;0.38461538461538464;0.0;0.0;0.2;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1816;0.0;0.3563218390804598;0.42307692307692313;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1817;0.0;0.11494252873563221;0.42307692307692313;0.0;0.0;0.4000000000000001;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1818;0.0;0.10344827586206895;0.5;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1819;1.0;0.12643678160919541;0.42307692307692313;0.0;0.0;0.2;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1820;1.0;0.5172413793103448;0.42307692307692313;0.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1821;0.0;0.3103448275862069;0.6153846153846154;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1822;0.0;0.4597701149425287;0.6923076923076923;0.0;0.0;0.6000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1823;1.0;0.24137931034482757;0.42307692307692313;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1824;0.0;0.08045977011494254;0.42307692307692313;0.0;1.0;0.4000000000000001;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1825;0.0;0.37931034482758624;0.42307692307692313;0.0;0.0;0.4000000000000001;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1826;0.0;0.42528735632183906;0.42307692307692313;1.0;0.0;0.4000000000000001;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1827;0.0;0.22988505747126436;0.6153846153846154;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1828;0.0;0.41379310344827586;0.38461538461538464;0.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1829;1.0;0.26436781609195403;0.19230769230769232;1.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1830;1.0;0.2528735632183908;0.42307692307692313;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1831;1.0;0.10344827586206895;0.576923076923077;0.0;1.0;0.2;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1832;1.0;0.14942528735632182;0.42307692307692313;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0
1833;0.0;0.06896551724137931;0.42307692307692313;0.0;0.0;0.2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1834;0.0;0.1839080459770115;0.42307692307692313;1.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1835;0.0;0.37931034482758624;0.42307692307692313;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1836;1.0;0.22988505747126436;0.6153846153846154;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1837;0.0;0.12643678160919541;0.42307692307692313;0.0;0.0;0.2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1838;1.0;0.11494252873563221;0.42307692307692313;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1839;0.0;0.3218390804597701;0.5;1.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1840;0.0;0.39080459770114945;0.0;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1841;1.0;0.5287356321839081;0.15384615384615385;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1842;0.0;0.08045977011494254;0.42307692307692313;0.0;0.0;0.2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1843;0.0;0.2528735632183908;0.19230769230769232;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1844;1.0;0.3103448275862069;0.42307692307692313;1.0;0.0;0.4000000000000001;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1845;0.0;0.5862068965517242;0.5384615384615385;0.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1846;1.0;0.5862068965517242;0.19230769230769232;0.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1847;0.0;0.14942528735632182;0.3076923076923077;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1848;0.0;0.3563218390804598;0.6923076923076923;1.0;0.0;0.8;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1849;1.0;0.11494252873563221;0.5;0.0;1.0;0.4000000000000001;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1850;1.0;0.4827586206896552;0.42307692307692313;1.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1851;0.0;0.13793103448275862;0.42307692307692313;1.0;0.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0
1852;1.0;0.471264367816092;0.42307692307692313;1.0;0.0;0.4000000000000001;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
1853;1.0;0.3563218390804598;0.42307692307692313;0.0;0.0;0.4000000000000001;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0
1854;0.0;0.5862068965517242;0.038461538461538464;0.0;0.0;0.2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1
